id,channelId,userId,guildId,reason,answer1,answer2,answer3,claimedBy,status,createdAt
"cmsl0zdux01u9fdfwktdpd3vm","1535797070965903431","746728715102191676","1502898258610225304",,,,,"1522568928487014451","closed","2026-08-08 23:49:16.137"
"cmsl78ioo000qy74js3m8j39y","1535841129524629535","958909301517328454","1502898258610225304",,,,,"1510415733950255124","closed","2026-08-09 02:44:19.993"
"cmsp9xpfi03flxzfuygui622q","1536874602146300004","1521570134035136682","1502898258610225304",,,,,"1522568928487014451","closed","2026-08-11 23:10:59.071"
"cmslxpelk00vty74jp859d0z2","1536027598558339133","1478174101385515189","1502898258610225304",,,,,"1342135704058204263","closed","2026-08-09 15:05:17.865"
"cmslx8dvy00u3y74j1y7n2o3c","1536024268650053782","958909301517328454","1502898258610225304",,,,,"1342135704058204263","closed","2026-08-09 14:52:03.791"
"cmsnk32ak0007mqk50dtqbwxp","1536438870848176231","1527094211176828951","1502898258610225304",,,,,,"closed","2026-08-10 18:19:32.828"
"cmsm0mbwv0183y74jogp8h4xw","1536048131416924172","928388487705669673","1502898258610225304",,,,,"1342135704058204263","closed","2026-08-09 16:26:53.264"
"cmsm16o82019wy74jqixzdn2a","1536052112713318400","1535089275228528683","1502898258610225304",,,,,"1510415733950255124","closed","2026-08-09 16:42:42.338"
"cmsnkdw1d0000xcaaouklscic","1536440989894443088","1527094211176828951","1502898258610225304",,,,,,"closed","2026-08-10 18:27:57.938"
"cmsnkz54x002etz4z8yxnxpqe","1536445148794327153","1527094211176828951","1502898258610225304",,,,,,"closed","2026-08-10 18:44:29.505"
"cmsqqmwcj001z141293tocr71","1537245862907084830","1536136344676343861","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-12 23:46:14.467"
"cmsnn496q005zxzfu52uysu6g","1536460239333892208","1025798273979646004","1502898258610225304",,,,,"1473730672534491290","closed","2026-08-10 19:44:27.266"
"cmsnjrxtc02vay74jr8twd1qs","1536436694868566166","1134682884544925837","1502898258610225304",,,,,"1522568928487014451","closed","2026-08-10 18:10:53.808"
"cmspixuex04i7xzfuqtzaqtlz","1536938032744239104","945356171546603600","1502898258610225304",,,,,"1522568928487014451","closed","2026-08-12 03:23:02.073"
"cmsnplpkd007kxzfuyxubdai8","1536477744014041189","1524144688267923546","1502898258610225304",,,,,"1510415733950255124","closed","2026-08-10 20:54:00.877"
"cmsnu3l6x00texzfura8rngt2","1536509421671157891","1533936707836055564","1502898258610225304",,,,,"1522568928487014451","closed","2026-08-10 22:59:53.481"
"cmsoy02u001tsxzfu9v5t7trl","1536790527058514000","1522568928487014451","1502898258610225304",,,,,,"closed","2026-08-11 17:36:54.36"
"cmsqbdcq5002a9152lrzk1uua","1537138322361548811","1528459136092868843","1502898258610225304","Parcerias",,,,,"closed","2026-08-12 16:38:54.893"
"cmsql9cf40004g8rxcf1pqked","1537207986387292211","1230570082879537154","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-12 21:15:44.033"
"cmsqgz0ad00bzjfaebqxaygph","1537177783627808930","1520850000006086858","1502898258610225304","Suporte.",,,,"1510415733950255124","closed","2026-08-12 19:15:43.285"
"cmsqj48zw00hejfaelsvtnrnv","1537192899362554056","1254759328318226533","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-12 20:15:47.084"
"cmsqjszj7001fxuw3qig983n8","1537197740331630785","1536948526578270289","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-12 20:35:01.22"
"cmsqne8bi00235u8ydxv6ikm5","1537223031988944916","1462226952604749847","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-12 22:15:31.231"
"cmstdpd7p01s9e9k3git2yuz5","1537915603451519087","1517271344054538261","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-14 20:07:33.158"
"cmsqp6jlx001t95076dhkot9b","1537235617581375540","1524446689363234906","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-12 23:05:31.846"
"cmssh0xcs0120e9k3dhrq5e49","1537685386195767430","1491932830538924274","1502898258610225304","Parcerias",,,,"1522568928487014451","closed","2026-08-14 04:52:45.148"
"cmsub6oz404sue9k31fetj65x","1538151473513496606","1531779059862868182","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-15 11:44:48.88"
"cmsunl4vd001813tt4xlk5np2","1538238837279555724","1515819881281355997","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-15 17:31:58.057"
"cmsuwk7kx00hc13ttlprj80es","1538302059814584380","1528466966396928173","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-15 21:43:11.458"
"cmsvtqdsb00s0pueiln82191t","1538535746250604575","1393955932266037411","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-16 13:11:46.763"
"cmsw6zg64019spueifzp0wc8g","1538629103375089786","1517271344054538261","1502898258610225304","Verificação ig",,,,"1536006846337261748","closed","2026-08-16 19:22:44.765"
"cmswiqdfi01qfpueiv7qbfx5a","1538711865440338000","981288081669898292","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-17 00:51:36.702"
"cmswqc61i008x12wltffvesrc","1538765443836416020","1522158458927841301","1502898258610225304","Parcerias",,,,"1536006846337261748","closed","2026-08-17 04:24:30.871"
"cmsxbz6z50008dmr5s91967f7","1538917890969964645","1518394667253764240","1502898258610225304","Parcerias",,,,,"closed","2026-08-17 14:30:17.105"
"cmsxqioe100jvq1raro7k4b6d","1539020331526922301","1510071911114346576","1502898258610225304","Parcerias",,,,"1534661961000816785","closed","2026-08-17 21:17:20.762"
"cmsxtyu1v0005tmqx80v2qf8z","1539044626789437472","1394850454361608263","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-17 22:53:53.443"
"cmsxvre9y003125a28p1e3iz2","1539057261844897942","1490523972259942533","1502898258610225304","Parcerias",,,,"1534661961000816785","closed","2026-08-17 23:44:05.638"
"cmszxwkfh00wm81m120p6wpbf","1539579590144696372","1423095310456197181","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-19 10:19:38.477"
"cmszy4ffc00wp81m1l8ybr93j","1539581128317472808","1062826507195662376","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-19 10:25:45.241"
"cmsxy5lys002o123nr86hroo4","1539074132283498516","1538947249453662398","1502898258610225304","Parcerias",,,,"1534661961000816785","closed","2026-08-18 00:51:08.02"
"cmsxycgh9002s123nwrdfs0hc","1539075472556691506","1534035106245771295","1502898258610225304","Parcerias",,,,"1534661961000816785","closed","2026-08-18 00:56:27.502"
"cmsy46vfc011idwwgf4k4q0xf","1539116649037430784","1497652928083787806","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-18 03:40:04.632"
"cmt06nkix019j81m1m8o0seh6","1539641232433610842","748950968795922493","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-19 14:24:35.242"
"cmsyd8n650000cqe4xfj24xn4","1539180398351876138","1410892155353825333","1502898258610225304","Parcerias",,,,"1534661961000816785","closed","2026-08-18 07:53:23.79"
"cmsytp68z0056wrtthx26tjfg","1539296350242471967","1526463647696551986","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-18 15:34:08.867"
"cmsz4zlyf00jkntu67p3emgqo","1539375885529129080","1535462173159985152","1502898258610225304","Parcerias",,,,"1534661961000816785","closed","2026-08-18 20:50:11.559"
"cmsz5576x00jqntu6hbvt5s1n","1539376979948863558","1534661961000816785","1502898258610225304","Parcerias",,,,,"closed","2026-08-18 20:54:32.362"
"cmsz56gqy00k4ntu6rjgt2ahn","1539377227173601310","1527094211176828951","1502898258610225304","Suporte.",,,,,"closed","2026-08-18 20:55:31.402"
"cmsz80hwc00r7ntu6jt71cooh","1539397193813852261","1301686557639446614","1502898258610225304","Suporte.",,,,"1527094211176828951","closed","2026-08-18 22:14:51.804"
"cmsz8nxeh00rkntu6du0fukvt","1539401778116829264","1502416457739276331","1502898258610225304","Parcerias",,,,"1510415733950255124","closed","2026-08-18 22:33:04.985"
"cmsza2zwy00tgntu6fj44qc8m","1539411772820168704","1528466966396928173","1502898258610225304","Parcerias",,,,,"closed","2026-08-18 23:12:47.699"
"cmszbgw6i0116ntu610mykdd3","1539421536920928268","1527423437293752402","1502898258610225304","Verificação ig",,,,"1510415733950255124","closed","2026-08-18 23:51:35.659"
